painting,paintingLabel,height,width,creationYear,countryLabel,materialLabel,authorLabel
http://www.wikidata.org/entity/Q959174,Портрет неизвестного с медалью,57.5,44,1474,Италия,панель,Сандро Боттичелли
http://www.wikidata.org/entity/Q3630753,Автопортрет,22.6,18.7,1628,Нидерланды,масляные краски,Рембрандт
http://www.wikidata.org/entity/Q3630753,Автопортрет,22.6,18.7,1628,Нидерланды,панель,Рембрандт
http://www.wikidata.org/entity/Q959174,Портрет неизвестного с медалью,57.5,44,1474,Италия,темпера,Сандро Боттичелли
http://www.wikidata.org/entity/Q930535,Таитянские женщины на побережье,69,91.5,1890,Франция,холст,Поль Гоген
http://www.wikidata.org/entity/Q973260,Philip II in Armour,193,111,1551,Испания,масляные краски,Тициан
http://www.wikidata.org/entity/Q959770,King John II of France in profile,59.8,44.6,1357,Франция,древесина,http://www.wikidata.org/.well-known/genid/d9d29d25cd981335ffa33dd5414a665b
http://www.wikidata.org/entity/Q959770,King John II of France in profile,59.8,44.6,1357,Франция,дуб,http://www.wikidata.org/.well-known/genid/d9d29d25cd981335ffa33dd5414a665b
http://www.wikidata.org/entity/Q973260,Philip II in Armour,193,111,1551,Испания,холст,Тициан
http://www.wikidata.org/entity/Q959770,King John II of France in profile,59.8,44.6,1357,Франция,золото,http://www.wikidata.org/.well-known/genid/d9d29d25cd981335ffa33dd5414a665b
http://www.wikidata.org/entity/Q3633621,Still Life with Peacocks,145,135.5,1636,Нидерланды,масляные краски,Рембрандт
http://www.wikidata.org/entity/Q3633621,Still Life with Peacocks,145,135.5,1639,Нидерланды,масляные краски,Рембрандт
http://www.wikidata.org/entity/Q925635,St. Ildefonso Receiving the Chasuble from the Virgin,166,120,1623,Испания,масляные краски,Диего Веласкес
http://www.wikidata.org/entity/Q3633621,Still Life with Peacocks,145,135.5,1636,Нидерланды,холст,Рембрандт
http://www.wikidata.org/entity/Q3633621,Still Life with Peacocks,145,135.5,1639,Нидерланды,холст,Рембрандт
http://www.wikidata.org/entity/Q925635,St. Ildefonso Receiving the Chasuble from the Virgin,166,120,1623,Испания,холст,Диего Веласкес
http://www.wikidata.org/entity/Q959770,King John II of France in profile,59.8,44.6,1357,Франция,холст,http://www.wikidata.org/.well-known/genid/d9d29d25cd981335ffa33dd5414a665b
http://www.wikidata.org/entity/Q959770,King John II of France in profile,59.8,44.6,1357,Франция,штукатурка,http://www.wikidata.org/.well-known/genid/d9d29d25cd981335ffa33dd5414a665b
http://www.wikidata.org/entity/Q2909911,"Bonaparte, First Consul",226,144,1803,Бельгия,масляные краски,Жан-Огюст-Доминик Энгр
http://www.wikidata.org/entity/Q948034,Донна Велата,82,61,1513,Италия,масляные краски,Рафаэль Санти
http://www.wikidata.org/entity/Q3639064,Q3639064,244,416,1886,Италия,масляные краски,Теофило Патини
http://www.wikidata.org/entity/Q924655,St Mark's Body Brought to Venice,398,315,1564,Италия,масляные краски,Тинторетто
http://www.wikidata.org/entity/Q1132479,Погребение святой Луции,408,207,1608,Италия,масляные краски,Караваджо
http://www.wikidata.org/entity/Q2909911,"Bonaparte, First Consul",226,144,1803,Бельгия,холст,Жан-Огюст-Доминик Энгр
http://www.wikidata.org/entity/Q948034,Донна Велата,82,61,1513,Италия,холст,Рафаэль Санти
http://www.wikidata.org/entity/Q3636748,Baptism of Christ,115,89,1511,Италия,масляные краски,Тициан
http://www.wikidata.org/entity/Q3639064,Q3639064,244,416,1886,Италия,холст,Теофило Патини
http://www.wikidata.org/entity/Q3636748,Baptism of Christ,115,89,1511,Италия,панель,Тициан
http://www.wikidata.org/entity/Q924655,St Mark's Body Brought to Venice,398,315,1564,Италия,холст,Тинторетто
http://www.wikidata.org/entity/Q945250,Portrait of Francesco delle Opere,52,44,1494,Италия,масляные краски,Пьетро Перуджино
http://www.wikidata.org/entity/Q945250,Portrait of Francesco delle Opere,52,44,1494,Италия,панель,Пьетро Перуджино
http://www.wikidata.org/entity/Q972196,Святой Иероним,103,75,1480,Ватикан,масляные краски,Леонардо да Винчи
http://www.wikidata.org/entity/Q972196,Святой Иероним,103,75,1480,Ватикан,панель,Леонардо да Винчи
http://www.wikidata.org/entity/Q941416,Юпитер и Фетида,327,260,1811,Франция,масляные краски,Жан-Огюст-Доминик Энгр
http://www.wikidata.org/entity/Q956541,Смерть генерала Вольфа,152.6,214.5,1770,Канада,масляные краски,Бенджамин Уэст
http://www.wikidata.org/entity/Q941416,Юпитер и Фетида,327,260,1811,Франция,холст,Жан-Огюст-Доминик Энгр
http://www.wikidata.org/entity/Q956541,Смерть генерала Вольфа,152.6,214.5,1770,Канада,холст,Бенджамин Уэст
http://www.wikidata.org/entity/Q955295,Мадонна с младенцем,61.9,41,1470,Италия,золото,Карло Кривелли
http://www.wikidata.org/entity/Q955295,Мадонна с младенцем,61.9,41,1470,Италия,панель,Карло Кривелли
http://www.wikidata.org/entity/Q3642142,Boniface VIII declaring the Jubilee Year of 1300,110,110,1300,Италия,,Джотто ди Бондоне
http://www.wikidata.org/entity/Q3630726,Автопортрет,32,26,1542,Италия,пастель,Ганс Гольбейн Младший
http://www.wikidata.org/entity/Q955295,Мадонна с младенцем,61.9,41,1470,Италия,темпера,Карло Кривелли
http://www.wikidata.org/entity/Q3630726,Автопортрет,32,26,1542,Италия,бумага,Ганс Гольбейн Младший
http://www.wikidata.org/entity/Q970808,Бегство в Египет,97,133,1658,Франция,масляные краски,Никола Пуссен
http://www.wikidata.org/entity/Q970808,Бегство в Египет,97,133,1658,Франция,холст,Никола Пуссен
http://www.wikidata.org/entity/Q3630720,Автопортрет,25,14,1877,Франция,масляные краски,Поль Сезанн
http://www.wikidata.org/entity/Q949323,Fray Hortensio Félix Paravicino,112.1,86.1,1609,США,масляные краски,Эль Греко
http://www.wikidata.org/entity/Q3632485,Вакханалия (картина Тициана),175,193,1523,Испания,масляные краски,Тициан
http://www.wikidata.org/entity/Q3630720,Автопортрет,25,14,1877,Франция,холст,Поль Сезанн
http://www.wikidata.org/entity/Q949323,Fray Hortensio Félix Paravicino,112.1,86.1,1609,США,холст,Эль Греко
http://www.wikidata.org/entity/Q3632485,Вакханалия (картина Тициана),175,193,1523,Испания,холст,Тициан
http://www.wikidata.org/entity/Q2866382,Ascension,500,400,1291,Италия,fresco,Джотто ди Бондоне
http://www.wikidata.org/entity/Q3842575,Madonna and Child with Saints,710,1080,1520,Италия,масляные краски,Якопо Пальма
http://www.wikidata.org/entity/Q2888251,The Battle of Cassel on 23rd August 1328,465,543,1837,Франция,холст,Анри Шеффер
http://www.wikidata.org/entity/Q2899286,Берта Моризо с букетом фиалок,0.555,0.405,1872,Франция,масляные краски,Эдуард Мане
http://www.wikidata.org/entity/Q2899286,Берта Моризо с букетом фиалок,0.555,0.405,1872,Франция,холст,Эдуард Мане
http://www.wikidata.org/entity/Q2879235,Assault of Thieves,50,32,1793,Испания,масляные краски,Франсиско Гойя
http://www.wikidata.org/entity/Q2879235,Assault of Thieves,50,32,1794,Испания,масляные краски,Франсиско Гойя
http://www.wikidata.org/entity/Q2879235,Assault of Thieves,50,32,1793,Испания,олово,Франсиско Гойя
http://www.wikidata.org/entity/Q2879235,Assault of Thieves,50,32,1794,Испания,олово,Франсиско Гойя
http://www.wikidata.org/entity/Q2844476,Last Judgement,99,117.5,1475,Бельгия,масляные краски,Иероним Босх
http://www.wikidata.org/entity/Q2844476,Last Judgement,99,117.5,1500,Бельгия,масляные краски,Иероним Босх
http://www.wikidata.org/entity/Q2844476,Last Judgement,99,117.5,1475,Бельгия,панель,Иероним Босх
http://www.wikidata.org/entity/Q2844476,Last Judgement,99,117.5,1500,Бельгия,панель,Иероним Босх
http://www.wikidata.org/entity/Q1130734,Андромеда (Рембрандт),34,24.5,1630,Нидерланды,масляные краски,Рембрандт
http://www.wikidata.org/entity/Q1130734,Андромеда (Рембрандт),34,24.5,1630,Нидерланды,панель,Рембрандт
http://www.wikidata.org/entity/Q3204597,Q3204597,205,173,1967,Испания,акриловые краски,Жоан Миро
http://www.wikidata.org/entity/Q3212610,San Francesco al Prato Resurrection,233,165,1499,Ватикан,масляные краски,Пьетро Перуджино
http://www.wikidata.org/entity/Q3212610,San Francesco al Prato Resurrection,233,165,1499,Ватикан,панель,Пьетро Перуджино
http://www.wikidata.org/entity/Q3842673,Madonna with child,143,70,1490,Италия,панель,Пинтуриккьо
http://www.wikidata.org/entity/Q3842577,Virgin and Child with Saints Jerome and Bernard of Clairvaux,112,112,1492,Италия,панель,Лука Синьорелли
http://www.wikidata.org/entity/Q3842673,Madonna with child,143,70,1490,Италия,темпера,Пинтуриккьо
http://www.wikidata.org/entity/Q3842577,Virgin and Child with Saints Jerome and Bernard of Clairvaux,112,112,1492,Италия,темпера,Лука Синьорелли
http://www.wikidata.org/entity/Q3204212,Flooding at Port-Marly,60,81,1876,Франция,масляные краски,Альфред Сислей
http://www.wikidata.org/entity/Q3204168,Портрет инфанты Марии Терезии (1659),127,99,1652,Австрия,масляные краски,Диего Веласкес
http://www.wikidata.org/entity/Q2839021,"Allegory on the 18th Brumaire, or: France saved",6.16,3,1801,Франция,масляные краски,Антуан-Франсуа Калле
http://www.wikidata.org/entity/Q3204212,Flooding at Port-Marly,60,81,1876,Франция,холст,Альфред Сислей
http://www.wikidata.org/entity/Q3204168,Портрет инфанты Марии Терезии (1659),127,99,1652,Австрия,холст,Диего Веласкес
http://www.wikidata.org/entity/Q2839021,"Allegory on the 18th Brumaire, or: France saved",6.16,3,1801,Франция,холст,Антуан-Франсуа Калле
http://www.wikidata.org/entity/Q3620766,Apotheosis of Saint Gaetano Thieme,210,119,1757,Италия,масляные краски,Джованни Баттиста Тьеполо
http://www.wikidata.org/entity/Q3210272,Madonna del Passeggio,90,63.3,1516,Великобритания,золото,Джанфранческо Пенни
http://www.wikidata.org/entity/Q3202347,The Toothpuller,140,195,1608,Италия,масляные краски,Караваджо
http://www.wikidata.org/entity/Q3620766,Apotheosis of Saint Gaetano Thieme,210,119,1757,Италия,холст,Джованни Баттиста Тьеполо
http://www.wikidata.org/entity/Q3212682,The Holy Family with Saint John the Baptist,116,94,1600,США,масляные краски,Караваджо
http://www.wikidata.org/entity/Q3202347,The Toothpuller,140,195,1608,Италия,холст,Караваджо
http://www.wikidata.org/entity/Q3136106,Верльский триптих,101,47,1438,Испания,дуб,Робер Кампен
http://www.wikidata.org/entity/Q3212682,The Holy Family with Saint John the Baptist,116,94,1600,США,холст,Караваджо
http://www.wikidata.org/entity/Q3210272,Madonna del Passeggio,90,63.3,1516,Великобритания,масляные краски,Джанфранческо Пенни
http://www.wikidata.org/entity/Q3209358,The station of Perpignan,295,406,1965,Германия,масляные краски,Сальвадор Дали
http://www.wikidata.org/entity/Q3210272,Madonna del Passeggio,90,63.3,1516,Великобритания,панель,Джанфранческо Пенни
http://www.wikidata.org/entity/Q3209358,The station of Perpignan,295,406,1965,Германия,холст,Сальвадор Дали
http://www.wikidata.org/entity/Q3136106,Верльский триптих,101,47,1438,Испания,масляные краски,Робер Кампен
http://www.wikidata.org/entity/Q3842725,Madonna with Child,71,50,1472,Италия,золото,Карло Кривелли
http://www.wikidata.org/entity/Q2883671,Religion saved by Spain,168,168,1573,Испания,масляные краски,Тициан
http://www.wikidata.org/entity/Q3136106,Верльский триптих,101,47,1438,Испания,панель,Робер Кампен
http://www.wikidata.org/entity/Q3210272,Madonna del Passeggio,90,63.3,1516,Великобритания,золото,Рафаэль Санти
http://www.wikidata.org/entity/Q3116084,Green Coca-Cola Bottles,210.2,120.53,1962,США,графит,Энди Уорхол
http://www.wikidata.org/entity/Q2880218,Мадонна на салфетке,67,72,1668,Испания,масляные краски,Бартоломео Эстебан Мурильо
http://www.wikidata.org/entity/Q2883671,Religion saved by Spain,168,168,1573,Испания,холст,Тициан
http://www.wikidata.org/entity/Q3204226,The Inspiration of the Poet,182.5,213,1629,Франция,масляные краски,Никола Пуссен
http://www.wikidata.org/entity/Q2880218,Мадонна на салфетке,67,72,1668,Испания,холст,Бартоломео Эстебан Мурильо
http://www.wikidata.org/entity/Q2897084,Пастушок с флейтой,62.4,49.2,1510,Великобритания,масляные краски,Тициан
http://www.wikidata.org/entity/Q3204226,The Inspiration of the Poet,182.5,213,1629,Франция,холст,Никола Пуссен
http://www.wikidata.org/entity/Q3210272,Madonna del Passeggio,90,63.3,1516,Великобритания,масляные краски,Рафаэль Санти
http://www.wikidata.org/entity/Q3842725,Madonna with Child,71,50,1472,Италия,панель,Карло Кривелли
http://www.wikidata.org/entity/Q3210267,Дева Мария Морская,40,28,1470,Италия,масляные краски,Сандро Боттичелли
http://www.wikidata.org/entity/Q3210267,Дева Мария Морская,40,28,1477,Италия,масляные краски,Сандро Боттичелли
http://www.wikidata.org/entity/Q3210272,Madonna del Passeggio,90,63.3,1516,Великобритания,панель,Рафаэль Санти
http://www.wikidata.org/entity/Q3210267,Дева Мария Морская,40,28,1470,Италия,панель,Сандро Боттичелли
http://www.wikidata.org/entity/Q3210267,Дева Мария Морская,40,28,1477,Италия,панель,Сандро Боттичелли
http://www.wikidata.org/entity/Q2881603,Мельница около Дюрстеде,83,101,1670,Нидерланды,масляные краски,Якоб ван Рёйсдал
http://www.wikidata.org/entity/Q3842725,Madonna with Child,71,50,1472,Италия,темпера,Карло Кривелли
http://www.wikidata.org/entity/Q2897084,Пастушок с флейтой,62.4,49.2,1510,Великобритания,холст,Тициан
http://www.wikidata.org/entity/Q3210267,Дева Мария Морская,40,28,1470,Италия,темпера,Сандро Боттичелли
http://www.wikidata.org/entity/Q3210267,Дева Мария Морская,40,28,1477,Италия,темпера,Сандро Боттичелли
http://www.wikidata.org/entity/Q3178034,Jeune mère arlésienne,176,126,1883,Франция,масляные краски,Henri Bouchet-Doumenq
http://www.wikidata.org/entity/Q3210267,Дева Мария Морская,40,28,1470,Италия,штукатурка,Сандро Боттичелли
http://www.wikidata.org/entity/Q3210267,Дева Мария Морская,40,28,1477,Италия,штукатурка,Сандро Боттичелли
http://www.wikidata.org/entity/Q2881603,Мельница около Дюрстеде,83,101,1670,Нидерланды,холст,Якоб ван Рёйсдал
http://www.wikidata.org/entity/Q3842713,Madonna with Child,127,63,1472,Италия,золото,Карло Кривелли
http://www.wikidata.org/entity/Q3116084,Green Coca-Cola Bottles,210.2,120.53,1962,США,холст,Энди Уорхол
http://www.wikidata.org/entity/Q3178034,Jeune mère arlésienne,176,126,1883,Франция,холст,Henri Bouchet-Doumenq
http://www.wikidata.org/entity/Q3207777,Continence of Scipio by François Lemoyne,147,207,1726,Франция,масляные краски,Франсуа Лемуан
http://www.wikidata.org/entity/Q3211825,Banderillas en el campo,43,32,1793,Испания,масляные краски,Франсиско Гойя
http://www.wikidata.org/entity/Q3211825,Banderillas en el campo,43,32,1793,Испания,олово,Франсиско Гойя
http://www.wikidata.org/entity/Q3207777,Continence of Scipio by François Lemoyne,147,207,1726,Франция,холст,Франсуа Лемуан
http://www.wikidata.org/entity/Q3842713,Madonna with Child,127,63,1472,Италия,панель,Карло Кривелли
http://www.wikidata.org/entity/Q3842713,Madonna with Child,127,63,1472,Италия,темпера,Карло Кривелли
http://www.wikidata.org/entity/Q3204597,Q3204597,205,173,1967,Испания,холст,Жоан Миро
http://www.wikidata.org/entity/Q3185885,Joseph in the well,300,300,1291,Италия,fresco,Джотто ди Бондоне
http://www.wikidata.org/entity/Q3210257,Алтарь Барди,185,180,1500,Германия,панель из тополя,Сандро Боттичелли
http://www.wikidata.org/entity/Q3204269,Введение культа Кибелы в Риме,73.5,268,1505,Великобритания,масляные краски,Андреа Мантенья
http://www.wikidata.org/entity/Q2872369,Altar frontal from Tavèrnoles,1180,2180,1150,Испания,панель,http://www.wikidata.org/.well-known/genid/cf45405baad4523aafa8719926cdb8f8
http://www.wikidata.org/entity/Q3204269,Введение культа Кибелы в Риме,73.5,268,1505,Великобритания,панель,Андреа Мантенья
http://www.wikidata.org/entity/Q3135789,"Hip, Hip, Hurrah!",134.5,165.5,1888,Швеция,масляные краски,Педер Северин Кройер
http://www.wikidata.org/entity/Q2872369,Altar frontal from Tavèrnoles,1180,2180,1150,Испания,темпера,http://www.wikidata.org/.well-known/genid/cf45405baad4523aafa8719926cdb8f8
http://www.wikidata.org/entity/Q3201479,Adoration of the Magi,285,240,1485,Италия,масляные краски,Доменико Гирландайо
http://www.wikidata.org/entity/Q3135789,"Hip, Hip, Hurrah!",134.5,165.5,1888,Швеция,холст,Педер Северин Кройер
http://www.wikidata.org/entity/Q3201479,Adoration of the Magi,285,240,1485,Италия,масляные краски,Бартоломео ди Джованни
http://www.wikidata.org/entity/Q3210257,Алтарь Барди,185,180,1500,Германия,краска,Сандро Боттичелли
http://www.wikidata.org/entity/Q3201479,Adoration of the Magi,285,240,1485,Италия,холст,Доменико Гирландайо
http://www.wikidata.org/entity/Q3201479,Adoration of the Magi,285,240,1485,Италия,холст,Бартоломео ди Джованни
http://www.wikidata.org/entity/Q2888319,"Bataille de Cocherel, 16 mai 1364",425,260,1839,Франция,масляные краски,Шарль-Филипп Ларивьер
http://www.wikidata.org/entity/Q3090610,"The ‘Golden Bend’ in the Herengracht, Amsterdam, Seen from the East",42.5,57.9,1670,Нидерланды,масляные краски,Геррит Беркхейде
http://www.wikidata.org/entity/Q3090610,"The ‘Golden Bend’ in the Herengracht, Amsterdam, Seen from the East",42.5,57.9,1670,Нидерланды,панель,Геррит Беркхейде
http://www.wikidata.org/entity/Q3210257,Алтарь Барди,185,180,1500,Германия,темпера,Сандро Боттичелли
http://www.wikidata.org/entity/Q3210257,Алтарь Барди,185,180,1500,Германия,штукатурка,Сандро Боттичелли
http://www.wikidata.org/entity/Q2872721,Автопортрет,64,53,1791,Италия,масляные краски,Жак Луи Давид
http://www.wikidata.org/entity/Q3842692,Madonna of the Cherries,81,99.5,1517,Австрия,масляные краски,Тициан
http://www.wikidata.org/entity/Q3618188,Della Scala Annunciation,96,189,1528,Италия,масляные краски,Андреа дель Сарто
http://www.wikidata.org/entity/Q3116084,Green Coca-Cola Bottles,210.2,120.53,1962,США,трафаретная печать,Энди Уорхол
http://www.wikidata.org/entity/Q3618188,Della Scala Annunciation,96,189,1528,Италия,панель,Андреа дель Сарто
http://www.wikidata.org/entity/Q2872721,Автопортрет,64,53,1791,Италия,холст,Жак Луи Давид
http://www.wikidata.org/entity/Q3842692,Madonna of the Cherries,81,99.5,1517,Австрия,холст,Тициан
http://www.wikidata.org/entity/Q3842700,Мадонна с розами,69,96.5,1530,Италия,масляные краски,Тициан
http://www.wikidata.org/entity/Q3201473,Поклонение пастухов,113.7,161.6,1635,Нидерланды,масляные краски,Маттиас Стом
http://www.wikidata.org/entity/Q3842700,Мадонна с розами,69,96.5,1530,Италия,холст,Тициан
http://www.wikidata.org/entity/Q3207778,Великодушие Сципиона,1145,1635,1640,Россия,масляные краски,Никола Пуссен
http://www.wikidata.org/entity/Q3201473,Поклонение пастухов,113.7,161.6,1635,Нидерланды,холст,Маттиас Стом
http://www.wikidata.org/entity/Q3207989,Crucifixion of Christ with saints,203,180,1484,Италия,,Пьетро Перуджино
http://www.wikidata.org/entity/Q2873059,Around the Piano,160,222,1885,Франция,масляные краски,Анри Фантен-Латур
http://www.wikidata.org/entity/Q3207778,Великодушие Сципиона,1145,1635,1640,Россия,холст,Никола Пуссен
http://www.wikidata.org/entity/Q3842706,Madonna with Child,21,15,1480,Италия,золото,Карло Кривелли
http://www.wikidata.org/entity/Q2873059,Around the Piano,160,222,1885,Франция,холст,Анри Фантен-Латур
http://www.wikidata.org/entity/Q3207989,Crucifixion of Christ with saints,203,180,1484,Италия,,Лука Синьорелли
http://www.wikidata.org/entity/Q3842594,Мадонна с младенцем,58,107,1490,Италия,масляные краски,Джованни Беллини
http://www.wikidata.org/entity/Q3842594,Мадонна с младенцем,58,107,1490,Италия,панель,Джованни Беллини
http://www.wikidata.org/entity/Q3204083,The Fire,262,282,1850,Франция,масляные краски,Александр Антинья
http://www.wikidata.org/entity/Q3620765,Apotheosis of Angelo della Vecchia,800,600,1760,Италия,масляные краски,Джованни Баттиста Тьеполо
http://www.wikidata.org/entity/Q3842706,Madonna with Child,21,15,1480,Италия,панель,Карло Кривелли
http://www.wikidata.org/entity/Q3842706,Madonna with Child,21,15,1480,Италия,темпера,Карло Кривелли
http://www.wikidata.org/entity/Q2855146,Portrait of Professor Benjamin H. Rand,60,48,1874,США,масляные краски,Томас Икинс
http://www.wikidata.org/entity/Q3207931,The Needlewoman,74,60,1635,США,масляные краски,Диего Веласкес
http://www.wikidata.org/entity/Q3620765,Apotheosis of Angelo della Vecchia,800,600,1760,Италия,холст,Джованни Баттиста Тьеполо
http://www.wikidata.org/entity/Q2855146,Portrait of Professor Benjamin H. Rand,60,48,1874,США,холст,Томас Икинс
http://www.wikidata.org/entity/Q3207247,Charge of the Lancers,32,50,1915,Италия,,Умберто Боччони
http://www.wikidata.org/entity/Q3207931,The Needlewoman,74,60,1635,США,холст,Диего Веласкес
http://www.wikidata.org/entity/Q3208356,Sweet Melancholy,68,55,1756,США,масляные краски,Жозеф Мари Вьен
http://www.wikidata.org/entity/Q3210167,Легенда об Айно,200,413,1891,Финляндия,масляные краски,Аксели Галлен-Каллела
http://www.wikidata.org/entity/Q3208356,Sweet Melancholy,68,55,1756,США,холст,Жозеф Мари Вьен
http://www.wikidata.org/entity/Q3210167,Легенда об Айно,200,413,1891,Финляндия,холст,Аксели Галлен-Каллела
http://www.wikidata.org/entity/Q3207678,Lamentation over the Dead Christ,220,195,1495,Италия,масляные краски,Пьетро Перуджино
http://www.wikidata.org/entity/Q3207678,Lamentation over the Dead Christ,220,195,1495,Италия,панель,Пьетро Перуджино
http://www.wikidata.org/entity/Q3842590,The Virgin and Child between two Saints,77,104,1490,Испания,масляные краски,Джованни Беллини
http://www.wikidata.org/entity/Q3842590,The Virgin and Child between two Saints,77,104,1490,Испания,панель,Джованни Беллини
http://www.wikidata.org/entity/Q3094832,Henhouse,10,16,1864,Испания,масляные краски,Мариано Фортуни
http://www.wikidata.org/entity/Q2844476,Last Judgement,99,117.5,1475,Бельгия,дубовая панель,Иероним Босх
http://www.wikidata.org/entity/Q2844476,Last Judgement,99,117.5,1500,Бельгия,дубовая панель,Иероним Босх
http://www.wikidata.org/entity/Q3842575,Madonna and Child with Saints,710,1080,1520,Италия,панель из тополя,Якопо Пальма
http://www.wikidata.org/entity/Q3094832,Henhouse,10,16,1864,Испания,холст,Мариано Фортуни
http://www.wikidata.org/entity/Q3842565,Мадонна с Младенцем и четырьмя святыми,138,191,1518,Германия,масляные краски,Тициан
http://www.wikidata.org/entity/Q3842565,Мадонна с Младенцем и четырьмя святыми,138,191,1518,Германия,панель,Тициан
http://www.wikidata.org/entity/Q3842661,Madonna of the Basket,114,88,1615,Италия,масляные краски,Питер Пауль Рубенс
http://www.wikidata.org/entity/Q3842661,Madonna of the Basket,114,88,1615,Италия,панель,Питер Пауль Рубенс
http://www.wikidata.org/entity/Q3116084,Green Coca-Cola Bottles,210.2,120.53,1962,США,акриловые краски,Энди Уорхол
http://www.wikidata.org/entity/Q2888251,The Battle of Cassel on 23rd August 1328,465,543,1837,Франция,масляные краски,Анри Шеффер
http://www.wikidata.org/entity/Q3224346,The Martyrdom of Saint Peter,336,242,1630,Франция,масляные краски,Маттиа Прети
http://www.wikidata.org/entity/Q3842766,Madonna and Child Enthroned with Saints,43.7,34.3,1430,Италия,темпера,Филиппо Липпи
http://www.wikidata.org/entity/Q3223625,Young Saint John the Baptist with ram,1290,950,1602,Италия,масляные краски,Караваджо
http://www.wikidata.org/entity/Q3697588,Христос у столба,93.7,62.5,1487,Италия,панель,Донато Браманте
http://www.wikidata.org/entity/Q3224346,The Martyrdom of Saint Peter,336,242,1630,Франция,холст,Маттиа Прети
http://www.wikidata.org/entity/Q3223625,Young Saint John the Baptist with ram,1290,950,1602,Италия,холст,Караваджо
http://www.wikidata.org/entity/Q3697588,Христос у столба,93.7,62.5,1487,Италия,темпера,Донато Браманте
http://www.wikidata.org/entity/Q3073307,Q3073307,41,32,1932,Испания,картон,Жоан Миро
http://www.wikidata.org/entity/Q3213778,Madonna and Child with Saint John the Baptist and Two Angels,85,62,1470,Италия,панель,Сандро Боттичелли
http://www.wikidata.org/entity/Q3884948,Молитва в Гефсиманском саду (картина Карпаччо),141,107,1502,Италия,темпера,Витторе Карпаччо
http://www.wikidata.org/entity/Q3884948,Молитва в Гефсиманском саду (картина Карпаччо),141,107,1502,Италия,холст,Витторе Карпаччо
http://www.wikidata.org/entity/Q3213778,Madonna and Child with Saint John the Baptist and Two Angels,85,62,1470,Италия,темпера,Сандро Боттичелли
http://www.wikidata.org/entity/Q3213778,Madonna and Child with Saint John the Baptist and Two Angels,85,62,1470,Италия,штукатурка,Сандро Боттичелли
http://www.wikidata.org/entity/Q3073307,Q3073307,41,32,1932,Испания,масляные краски,Жоан Миро
http://www.wikidata.org/entity/Q3879242,Nude,250,140,1508,Италия,фреска,Джорджоне
http://www.wikidata.org/entity/Q3904398,Пьета (картина Лотто),185,150,1538,Италия,масляные краски,Лоренцо Лотто
http://www.wikidata.org/entity/Q2980775,Cleopatra Testing Poisons on Condemned Prisoners,162.6,287.6,1887,Бельгия,масляные краски,Александр Кабанель
http://www.wikidata.org/entity/Q3904398,Пьета (картина Лотто),185,150,1538,Италия,холст,Лоренцо Лотто
http://www.wikidata.org/entity/Q2980775,Cleopatra Testing Poisons on Condemned Prisoners,162.6,287.6,1887,Бельгия,холст,Александр Кабанель
http://www.wikidata.org/entity/Q3686380,Saints Cosmas and Damian and their Brothers Surviving the Stake,37,46,1438,Ирландия,древесина,Фра Беато Анджелико
http://www.wikidata.org/entity/Q3686380,Saints Cosmas and Damian and their Brothers Surviving the Stake,37,46,1443,Ирландия,древесина,Фра Беато Анджелико
http://www.wikidata.org/entity/Q3910913,Принесение во Храм (картина Лотто),170,157,1552,Италия,масляные краски,Лоренцо Лотто
http://www.wikidata.org/entity/Q3686380,Saints Cosmas and Damian and their Brothers Surviving the Stake,37,46,1438,Ирландия,осина,Фра Беато Анджелико
http://www.wikidata.org/entity/Q3686380,Saints Cosmas and Damian and their Brothers Surviving the Stake,37,46,1443,Ирландия,осина,Фра Беато Анджелико
http://www.wikidata.org/entity/Q2929922,Isaac Blessing Jacob,300,300,1291,Италия,fresco,Isaac Master
http://www.wikidata.org/entity/Q3686380,Saints Cosmas and Damian and their Brothers Surviving the Stake,37,46,1438,Ирландия,панель,Фра Беато Анджелико
http://www.wikidata.org/entity/Q3686380,Saints Cosmas and Damian and their Brothers Surviving the Stake,37,46,1443,Ирландия,панель,Фра Беато Анджелико
http://www.wikidata.org/entity/Q3910913,Принесение во Храм (картина Лотто),170,157,1552,Италия,холст,Лоренцо Лотто
http://www.wikidata.org/entity/Q3686380,Saints Cosmas and Damian and their Brothers Surviving the Stake,37,46,1438,Ирландия,темпера,Фра Беато Анджелико
http://www.wikidata.org/entity/Q3686380,Saints Cosmas and Damian and their Brothers Surviving the Stake,37,46,1443,Ирландия,темпера,Фра Беато Анджелико
http://www.wikidata.org/entity/Q3921912,Triptych,207,145,1472,Италия,,Карло Кривелли
http://www.wikidata.org/entity/Q3925592,Punishment of the Gamblers,360,300,1510,Италия,fresco,Андреа дель Сарто
http://www.wikidata.org/entity/Q3907497,Polyptych of saints,393,315,1507,Италия,,Лука Синьорелли
http://www.wikidata.org/entity/Q3910087,Saint Mark Preaching in Alexandria,347,770,1500,Италия,масляные краски,Джованни Беллини
http://www.wikidata.org/entity/Q3924389,The Test of Fire of Moses,89,72,1505,Италия,масляные краски,Джорджоне
http://www.wikidata.org/entity/Q3924389,The Test of Fire of Moses,89,72,1505,Италия,панель,Джорджоне
http://www.wikidata.org/entity/Q3069475,Мужчина и женщина перед кучей экскрементов,23,32,1935,Испания,медь,Жоан Миро
